,Protein Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number,Entry,Entry Name,Protein names,Gene Symbol,Uniprot ID
1495,NP_004965,potassium ion channel shaker-related subfamily A member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P16389,KCNA2_HUMAN,Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2),KCNA2,P16389
1496,NP_004966,potassium ion channel Shab-related subfamily B member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q14721,KCNB1_HUMAN,Potassium voltage-gated channel subfamily B member 1 (Delayed rectifier potassium channel 1) (DRK1) (h-DRK1) (Voltage-gated potassium channel subunit Kv2.1),KCNB1,Q14721
1497,NP_004967,potassium ion channel Shaw-related subfamily C member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P48547,KCNC1_HUMAN,Potassium voltage-gated channel subfamily C member 1 (NGK2) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4),KCNC1,P48547
1498,NP_005174,L-type calcium ion channel alpha 1F subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O60840,CAC1F_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4),CACNA1F,O60840
1499,NP_005468,hyperpolarization activated cyclic nucleotide-gated potassium ion channel 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9Y3Q4,HCN4_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,HCN4,Q9Y3Q4
1500,NP_005540,potassium ion channel shaker-related subfamily A member 10,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q16322,KCA10_HUMAN,Potassium voltage-gated channel subfamily A member 10 (Voltage-gated potassium channel subunit Kv1.8),KCNA10,Q16322
1501,NP_006505,sodium ion channel type X alpha subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9Y5Y9,SCNAA_HUMAN,Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8),SCN10A,Q9Y5Y9
1502,NP_036415,potassium ion channel subfamily G member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UJ96,KCNG2_HUMAN,Potassium voltage-gated channel subfamily G member 2 (Cardiac potassium channel subunit) (Voltage-gated potassium channel subunit Kv6.2),KCNG2,Q9UJ96
1503,NP_036417,potassium ion channel subfamily H member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UQ05,KCNH4_HUMAN,Potassium voltage-gated channel subfamily H member 4 (Brain-specific eag-like channel 2) (BEC2) (Ether-a-go-go-like potassium channel 1) (ELK channel 1) (ELK1) (Voltage-gated potassium channel subunit Kv12.3),KCNH4,Q9UQ05
1504,NP_055194,potassium ion channel subfamily V member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q6PIU1,KCNV1_HUMAN,Potassium voltage-gated channel subfamily V member 1 (Neuronal potassium channel alpha subunit HNKA) (Voltage-gated potassium channel subunit Kv8.1),KCNV1,Q6PIU1
1505,NP_054858,sodium ion channel type XI alpha subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UI33,SCNBA_HUMAN,Sodium channel protein type 11 subunit alpha (Peripheral nerve sodium channel 5) (PN5) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9) (hNaN),SCN11A,Q9UI33
1506,NP_055006,sodium ion channel type VIII alpha subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UQD0,SCN8A_HUMAN,Sodium channel protein type 8 subunit alpha (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6),SCN8A,Q9UQD0
1507,NP_036413,potassium ion channel Shal-related subfamily D member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NZV8,KCND2_HUMAN,Potassium voltage-gated channel subfamily D member 2 (Voltage-gated potassium channel subunit Kv4.2),KCND2,Q9NZV8
1508,NP_036413,potassium ion channel Shal-related subfamily D member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A4D0V9,A4D0V9_HUMAN,Potassium voltage-gated channel subfamily D member 2 (Voltage-gated potassium channel subunit Kv4.2),KCND2,A4D0V9
1509,NP_612191,potassium ion channel subfamily K member 10,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P57789,KCNKA_HUMAN,Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit),KCNK10,P57789
1510,NP_612190,potassium ion channel subfamily K member 10,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P57789,KCNKA_HUMAN,Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit),KCNK10,P57789
1511,NP_066984,potassium ion channel subfamily K member 10,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P57789,KCNKA_HUMAN,Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit),KCNK10,P57789
1512,NP_071338,potassium ion channel subfamily K member 12,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9HB15,KCNKC_HUMAN,Potassium channel subfamily K member 12 (Tandem pore domain halothane-inhibited potassium channel 2) (THIK-2),KCNK12,Q9HB15
1513,NP_071753,potassium ion channel subfamily K member 15,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9H427,KCNKF_HUMAN,Potassium channel subfamily K member 15 (Acid-sensitive potassium channel protein TASK-5) (TWIK-related acid-sensitive K(+) channel 5) (Two pore potassium channel KT3.3) (Two pore K(+) channel KT3.3),KCNK15,Q9H427
1514,NP_075461,P/Q-type calcium potassium ion channel subunit alpha 1A,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O00555,CAC1A_HUMAN,"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)",CACNA1A,O00555
1515,NP_000059,P/Q-type calcium potassium ion channel subunit alpha 1A,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O00555,CAC1A_HUMAN,"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)",CACNA1A,O00555
1516,NP_075461,P/Q-type calcium potassium ion channel subunit alpha 1A,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A087WW63,A0A087WW63_HUMAN,Voltage-dependent P/Q-type calcium channel subunit alpha,CACNA1A,A0A087WW63
1517,NP_075461,P/Q-type calcium potassium ion channel subunit alpha 1A,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NS89,Q9NS89_HUMAN,Voltage-dependent P/Q-type calcium channel subunit alpha,CACNA1A,Q9NS89
1518,NP_000059,P/Q-type calcium potassium ion channel subunit alpha 1A,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NS89,Q9NS89_HUMAN,Voltage-dependent P/Q-type calcium channel subunit alpha,CACNA1A,Q9NS89
1519,NP_002242,potassium ion channel subfamily S member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96KK3,KCNS1_HUMAN,Potassium voltage-gated channel subfamily S member 1 (Delayed-rectifier K(+) channel alpha subunit 1) (Voltage-gated potassium channel subunit Kv9.1),KCNS1,Q96KK3
1520,NP_002242,potassium ion channel subfamily S member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A2RUL8,A2RUL8_HUMAN,"KCNS1 protein (Potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1, isoform CRA_b) (cDNA FLJ75995, highly similar to Homo sapiens potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 (KCNS1), mRNA)",KCNS1,A2RUL8
1521,NP_775115,potassium ion channel subfamily H member 6,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9H252,KCNH6_HUMAN,Potassium voltage-gated channel subfamily H member 6 (Ether-a-go-go-related gene potassium channel 2) (ERG-2) (Eag-related protein 2) (Ether-a-go-go-related protein 2) (hERG-2) (hERG2) (Voltage-gated potassium channel subunit Kv11.2),KCNH6,Q9H252
1522,NP_110406,potassium ion channel subfamily H member 6,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9H252,KCNH6_HUMAN,Potassium voltage-gated channel subfamily H member 6 (Ether-a-go-go-related gene potassium channel 2) (ERG-2) (Eag-related protein 2) (Ether-a-go-go-related protein 2) (hERG-2) (hERG2) (Voltage-gated potassium channel subunit Kv11.2),KCNH6,Q9H252
1523,NP_115491,potassium ion channel subfamily K member 16,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96T55,KCNKG_HUMAN,Potassium channel subfamily K member 16 (2P domain potassium channel Talk-1) (TWIK-related alkaline pH-activated K(+) channel 1) (TALK-1),KCNK16,Q96T55
1524,NP_201567,potassium ion channel subfamily K member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NYG8,KCNK4_HUMAN,Potassium channel subfamily K member 4 (TWIK-related arachidonic acid-stimulated potassium channel protein) (TRAAK) (Two pore potassium channel KT4.1) (Two pore K(+) channel KT4.1),KCNK4,Q9NYG8
1525,NP_201567,potassium ion channel subfamily K member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024R5C7,A0A024R5C7_HUMAN,"HCG1810791, isoform CRA_b",KCNK4,A0A024R5C7
1526,NP_201567,potassium ion channel subfamily K member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q2YDA1,Q2YDA1_HUMAN,KCNK4 protein,KCNK4,Q2YDA1
1527,NP_071337,potassium ion channel subfamily K member 13,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9HB14,KCNKD_HUMAN,Potassium channel subfamily K member 13 (Tandem pore domain halothane-inhibited potassium channel 1) (THIK-1),KCNK13,Q9HB14
1528,NP_473361,sperm-associated cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96P56,CTSR2_HUMAN,Cation channel sperm-associated protein 2 (CatSper2),CATSPER2,Q96P56
1529,NP_742093,sperm-associated cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96P56,CTSR2_HUMAN,Cation channel sperm-associated protein 2 (CatSper2),CATSPER2,Q96P56
1530,NP_113648,potassium ion channel subfamily K member 17,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96T54,KCNKH_HUMAN,Potassium channel subfamily K member 17 (2P domain potassium channel Talk-2) (Acid-sensitive potassium channel protein TASK-4) (TWIK-related acid-sensitive K(+) channel 4) (TWIK-related alkaline pH-activated K(+) channel 2) (TALK-2),KCNK17,Q96T54
1531,NP_579875,potassium ion channel subfamily G member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8TAE7,KCNG3_HUMAN,Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3),KCNG3,Q8TAE7
1532,NP_758847,potassium ion channel subfamily G member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8TAE7,KCNG3_HUMAN,Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3),KCNG3,Q8TAE7
1533,NP_598004,potassium ion channel subfamily V member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8TDN2,KCNV2_HUMAN,Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2),KCNV2,Q8TDN2
1534,NP_002227,potassium ion channel subfamily F member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9H3M0,KCNF1_HUMAN,Potassium voltage-gated channel subfamily F member 1 (Voltage-gated potassium channel subunit Kv5.1) (kH1),KCNF1,Q9H3M0
1535,NP_620714,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8NHX9,TPC2_HUMAN,Two pore channel protein 2 (Two pore calcium channel protein 2),TPCN2,Q8NHX9
1536,NP_620714,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q59G56,Q59G56_HUMAN,Two pore segment channel 2 variant,TPCN2,Q59G56
1537,NP_631874,potassium ion channel Shaw-related subfamily C member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96PR1,KCNC2_HUMAN,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2),KCNC2,Q96PR1
1538,NP_715624,potassium ion channel Shaw-related subfamily C member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96PR1,KCNC2_HUMAN,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2),KCNC2,Q96PR1
1539,NP_631875,potassium ion channel Shaw-related subfamily C member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96PR1,KCNC2_HUMAN,Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2),KCNC2,Q96PR1
1540,NP_631874,potassium ion channel Shaw-related subfamily C member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024RBE3,A0A024RBE3_HUMAN,"Potassium voltage-gated channel, Shaw-related subfamily, member 2, isoform CRA_d",KCNC2,A0A024RBE3
1541,NP_631875,potassium ion channel Shaw-related subfamily C member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024RBA5,A0A024RBA5_HUMAN,"Potassium voltage-gated channel, Shaw-related subfamily, member 2, isoform CRA_a",KCNC2,A0A024RBA5
1542,NP_001185,hyperpolarization activated cyclic nucleotide-gated potassium ion channel 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UL51,HCN2_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2),HCN2,Q9UL51
1543,NP_740752,small conductance calcium-activated potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UGI6,KCNN3_HUMAN,Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3),KCNN3,Q9UGI6
1544,NP_002240,small conductance calcium-activated potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UGI6,KCNN3_HUMAN,Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3),KCNN3,Q9UGI6
1545,NP_061971,cyclic nucleotide-gated cation channel beta 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NQW8,CNGB3_HUMAN,Cyclic nucleotide-gated cation channel beta-3 (Cone photoreceptor cGMP-gated channel subunit beta) (Cyclic nucleotide-gated cation channel modulatory subunit) (Cyclic nucleotide-gated channel beta-3) (CNG channel beta-3),CNGB3,Q9NQW8
1546,NP_758963,potassium ion channel subfamily H member 5,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8NCM2,KCNH5_HUMAN,Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (hEAG2) (Voltage-gated potassium channel subunit Kv10.2),KCNH5,Q8NCM2
1547,NP_647479,potassium ion channel subfamily H member 5,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8NCM2,KCNH5_HUMAN,Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (hEAG2) (Voltage-gated potassium channel subunit Kv10.2),KCNH5,Q8NCM2
1548,NP_443099,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8IZF0,NALCN_HUMAN,Sodium leak channel NALCN (CanIon) (Sodium leak channel non-selective protein) (Voltage gated channel-like protein 1),NALCN,Q8IZF0
1549,NP_443099,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024RE05,A0A024RE05_HUMAN,"Voltage gated channel like 1, isoform CRA_a",NALCN,A0A024RE05
1550,NP_004968,potassium ion channel Shaw-related subfamily C member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q14003,KCNC3_HUMAN,Potassium voltage-gated channel subfamily C member 3 (KSHIIID) (Voltage-gated potassium channel subunit Kv3.3),KCNC3,Q14003
1551,NP_002239,small conductance calcium-activated potassium channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q92952,KCNN1_HUMAN,Small conductance calcium-activated potassium channel protein 1 (SK1) (SKCa 1) (SKCa1) (KCa2.1),KCNN1,Q92952
1552,NP_740721,small conductance calcium-activated potassium channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9H2S1,KCNN2_HUMAN,Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2),KCNN2,Q9H2S1
1553,NP_067627,small conductance calcium-activated potassium channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9H2S1,KCNN2_HUMAN,Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2),KCNN2,Q9H2S1
1554,NP_002223,potassium ion channel shaker-related subfamily A member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P22001,KCNA3_HUMAN,Potassium voltage-gated channel subfamily A member 3 (HGK5) (HLK3) (HPCN3) (Voltage-gated K(+) channel HuKIII) (Voltage-gated potassium channel subunit Kv1.3),KCNA3,P22001
1555,NP_002225,potassium ion channel shaker-related subfamily A member 5,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P22460,KCNA5_HUMAN,Potassium voltage-gated channel subfamily A member 5 (HPCN1) (Voltage-gated potassium channel HK2) (Voltage-gated potassium channel subunit Kv1.5),KCNA5,P22460
1556,NP_114092,potassium ion channel shaker-related subfamily A member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96RP8,KCNA7_HUMAN,Potassium voltage-gated channel subfamily A member 7 (Voltage-gated potassium channel subunit Kv1.7),KCNA7,Q96RP8
1557,NP_002243,potassium ion channel subfamily S member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9BQ31,KCNS3_HUMAN,Potassium voltage-gated channel subfamily S member 3 (Delayed-rectifier K(+) channel alpha subunit 3) (Voltage-gated potassium channel subunit Kv9.3),KCNS3,Q9BQ31
1558,NP_444282,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8NEC5,CTSR1_HUMAN,Cation channel sperm-associated protein 1 (CatSper1) (hCatSper),CATSPER1,Q8NEC5
1559,NP_742105,potassium ion channel subfamily KQT member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43526,KCNQ2_HUMAN,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),KCNQ2,O43526
1560,NP_742104,potassium ion channel subfamily KQT member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43526,KCNQ2_HUMAN,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),KCNQ2,O43526
1561,NP_742107,potassium ion channel subfamily KQT member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43526,KCNQ2_HUMAN,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),KCNQ2,O43526
1562,NP_742106,potassium ion channel subfamily KQT member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43526,KCNQ2_HUMAN,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),KCNQ2,O43526
1563,NP_004509,potassium ion channel subfamily KQT member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43526,KCNQ2_HUMAN,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),KCNQ2,O43526
1564,NP_742107,potassium ion channel subfamily KQT member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q53Y30,Q53Y30_HUMAN,"Potassium voltage-gated channel, KQT-like subfamily, member 2 (Potassium voltage-gated channel, KQT-like subfamily, member 2, isoform CRA_e)",KCNQ2,Q53Y30
1565,NP_751895,potassium ion channel subfamily KQT member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P56696,KCNQ4_HUMAN,Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4),KCNQ4,P56696
1566,NP_004691,potassium ion channel subfamily KQT member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P56696,KCNQ4_HUMAN,Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4),KCNQ4,P56696
1567,NP_751895,potassium ion channel subfamily KQT member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,B3KQH8,B3KQH8_HUMAN,"cDNA FLJ90476 fis, clone NT2RP3002737, highly similar to Potassium voltage-gated channel subfamily KQT member 4",KCNQ4,B3KQH8
1568,NP_004691,potassium ion channel subfamily KQT member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,B3KQH8,B3KQH8_HUMAN,"cDNA FLJ90476 fis, clone NT2RP3002737, highly similar to Potassium voltage-gated channel subfamily KQT member 4",KCNQ4,B3KQH8
1569,NP_004761,potassium ion channel Shab-related subfamily B member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q92953,KCNB2_HUMAN,Potassium voltage-gated channel subfamily B member 2 (Voltage-gated potassium channel subunit Kv2.2),KCNB2,Q92953
1570,NP_004970,potassium ion channel Shal-related subfamily D member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NSA2,KCND1_HUMAN,Potassium voltage-gated channel subfamily D member 1 (Voltage-gated potassium channel subunit Kv4.1),KCND1,Q9NSA2
1571,NP_004971,potassium ion channel Shal-related subfamily D member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UK17,KCND3_HUMAN,Potassium voltage-gated channel subfamily D member 3 (Voltage-gated potassium channel subunit Kv4.3),KCND3,Q9UK17
1572,NP_751948,potassium ion channel Shal-related subfamily D member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UK17,KCND3_HUMAN,Potassium voltage-gated channel subfamily D member 3 (Voltage-gated potassium channel subunit Kv4.3),KCND3,Q9UK17
1573,NP_751948,potassium ion channel Shal-related subfamily D member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024R0C6,A0A024R0C6_HUMAN,"Potassium voltage-gated channel, Shal-related subfamily, member 3, isoform CRA_b",KCND3,A0A024R0C6
1574,NP_002228,potassium ion channel subfamily G member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9UIX4,KCNG1_HUMAN,Potassium voltage-gated channel subfamily G member 1 (Voltage-gated potassium channel subunit Kv6.1) (kH2),KCNG1,Q9UIX4
1575,NP_002228,potassium ion channel subfamily G member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q86Y85,Q86Y85_HUMAN,"Potassium voltage-gated channel, subfamily G, member 1",KCNG1,Q86Y85
1576,NP_758857,potassium ion channel subfamily G member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8TDN1,KCNG4_HUMAN,Potassium voltage-gated channel subfamily G member 4 (Voltage-gated potassium channel subunit Kv6.4),KCNG4,Q8TDN1
1577,NP_758857,potassium ion channel subfamily G member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q32MC1,Q32MC1_HUMAN,"Potassium voltage-gated channel, subfamily G, member 4",KCNG4,Q32MC1
1578,NP_758857,potassium ion channel subfamily G member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q547S7,Q547S7_HUMAN,"Potassium voltage-gated channel, subfamily G, member 4, isoform CRA_b (Voltage-gated potassium channel subunit Kv6.3)",KCNG4,Q547S7
1579,NP_758872,potassium ion channel subfamily H member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O95259,KCNH1_HUMAN,Potassium voltage-gated channel subfamily H member 1 (Ether-a-go-go potassium channel 1) (EAG channel 1) (h-eag) (hEAG1) (Voltage-gated potassium channel subunit Kv10.1),KCNH1,O95259
1580,NP_002229,potassium ion channel subfamily H member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O95259,KCNH1_HUMAN,Potassium voltage-gated channel subfamily H member 1 (Ether-a-go-go potassium channel 1) (EAG channel 1) (h-eag) (hEAG1) (Voltage-gated potassium channel subunit Kv10.1),KCNH1,O95259
